"VagrantIDNumber","GenderofLeadVagrant","RelationshiptoLeadVagrant","NumberofPeopleinGroup","PersonType","VagrantCategory","SessionStartYear","SessionStartMonth","SettlementCounty","SettlementCountry"
"2360.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1781,7,"Kent","England"
"2361.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1781,7,"Hampshire","England"
"2362.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,7,"Worcestershire","England"
"2363.1.2","F","[lead vagrant]",2,"Group Leader","Passed to Middlesex Home",1781,7,"Middlesex","England"
"2363.2.2","[unknown]","[Child]",2,"Dependent","Passed to Middlesex Home",1781,7,"Middlesex","England"
"2364.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,7,"Midlothian","Scotland"
"2365.1.3","F","[lead vagrant]",3,"Group Leader","Middlesex Vagrant",1781,7,"Cumberland","England"
"2365.2.3","[unknown]","[Child]",3,"Dependent","Middlesex Vagrant",1781,7,"Cumberland","England"
"2365.3.3","[unknown]","[Child]",3,"Dependent","Middlesex Vagrant",1781,7,"Cumberland","England"
"2366.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1781,7,"Wicklow","Ireland"
"2367.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,7,"Cornwall","England"
"2368.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1781,7,"Lancashire","England"
"2369.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,7,"Warwickshire","England"
"237.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1778,2,"Dorset","England"
"2370.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,7,"Midlothian","Scotland"
"2371.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1781,7,"Essex","England"
"2372.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1781,7,"Cork","Ireland"
"2373.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1781,7,"Dublin","Ireland"
"2374.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1781,7,"Dublin","Ireland"
"2375.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1781,7,"Denbighshire","Wales"
"2376.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1781,7,"Lancashire","England"
"2377.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1781,7,"Buckinghamshire","England"
"2378.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,7,"Yorkshire","England"
"2379.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,7,"Yorkshire","England"
"238.1.2","M","[lead vagrant]",2,"Group Leader","Passed to Middlesex Home",1778,2,"Middlesex","England"
"238.2.2","F","[Wife]",2,"Dependent","Passed to Middlesex Home",1778,2,"Middlesex","England"
"2380.1.4","F","[lead vagrant]",4,"Group Leader","City Vagrant",1781,7,"[unknown]","Ireland"
"2380.2.4","[unknown]","[Child]",4,"Dependent","City Vagrant",1781,7,"[unknown]","Ireland"
"2380.3.4","[unknown]","[Child]",4,"Dependent","City Vagrant",1781,7,"[unknown]","Ireland"
"2380.4.4","[unknown]","[Child]",4,"Dependent","City Vagrant",1781,7,"[unknown]","Ireland"
"2381.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,7,"Shropshire","England"
"2382.1.1","F","[lead vagrant]",1,"Single Female","Passing Vagrant",1781,7,"Norfolk","England"
"2383.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1781,7,"Worcestershire","England"
"2384.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1781,7,"Cumberland","England"
"2385.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,7,"Somerset","England"
"2386.1.1","F","[lead vagrant]",1,"Single Female","Passing Vagrant",1781,7,"Hampshire","England"
"2387.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,7,"Lanarkshire","Scotland"
"2388.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,7,"Lincolnshire","England"
"2389.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,7,"Cumberland","England"
"239.1.4","F","[lead vagrant]",4,"Group Leader","City Vagrant",1778,2,"Cork","Ireland"
"239.2.4","[unknown]","[Child]",4,"Dependent","City Vagrant",1778,2,"Cork","Ireland"
"239.3.4","[unknown]","[Child]",4,"Dependent","City Vagrant",1778,2,"Cork","Ireland"
"239.4.4","[unknown]","[Child]",4,"Dependent","City Vagrant",1778,2,"Cork","Ireland"
"2390.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,7,"Dublin","Ireland"
"2391.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,7,"Hertfordshire","England"
"2392.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1781,7,"Yorkshire","England"
"2393.1.5","F","[lead vagrant]",5,"Group Leader","Middlesex Vagrant",1781,7,"Hertfordshire","England"
"2393.2.5","[unknown]","[Child]",5,"Dependent","Middlesex Vagrant",1781,7,"Hertfordshire","England"
"2393.3.5","[unknown]","[Child]",5,"Dependent","Middlesex Vagrant",1781,7,"Hertfordshire","England"
"2393.4.5","[unknown]","[Child]",5,"Dependent","Middlesex Vagrant",1781,7,"Hertfordshire","England"
"2393.5.5","[unknown]","[Child]",5,"Dependent","Middlesex Vagrant",1781,7,"Hertfordshire","England"
"2394.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1781,7,"Somerset","England"
"2394.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1781,7,"Somerset","England"
"2395.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1781,7,"Cork","Ireland"
"2396.1.3","F","[lead vagrant]",3,"Group Leader","City Vagrant",1781,7,"Dublin","Ireland"
"2396.2.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1781,7,"Dublin","Ireland"
"2396.3.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1781,7,"Dublin","Ireland"
"2397.1.3","F","[lead vagrant]",3,"Group Leader","Passing Vagrant",1781,7,"Gloucestershire","England"
"2397.2.3","[unknown]","[Child]",3,"Dependent","Passing Vagrant",1781,7,"Gloucestershire","England"
"2397.3.3","[unknown]","[Child]",3,"Dependent","Passing Vagrant",1781,7,"Gloucestershire","England"
"2398.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,7,"Dublin","Ireland"
"2399.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1781,7,"Middlesex","England"
"24.1.2","F","[lead vagrant]",2,"Group Leader","Passing Vagrant",1777,12,"Lancashire","England"
"24.2.2","[unknown]","[Child]",2,"Dependent","Passing Vagrant",1777,12,"Lancashire","England"
"240.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1778,2,"Dublin","Ireland"
"240.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1778,2,"Dublin","Ireland"
"2400.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1781,7,"Armagh","Ireland"
"2400.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1781,7,"Armagh","Ireland"
"2401.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1781,7,"Dorset","England"
"2402.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1781,7,"Bristol","England"
"2403.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,7,"Bedfordshire","England"
"2404.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1781,7,"Middlesex","England"
"2405.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1781,7,"Northumberland","England"
"2405.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1781,7,"Northumberland","England"
"2406.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1781,7,"Northamptonshire","England"
"2407.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,7,"Hampshire","England"
"2408.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1781,7,"Herefordshire","England"
"2409.1.3","F","[lead vagrant]",3,"Group Leader","Passed to Middlesex Home",1781,7,"Middlesex","England"
"2409.2.3","[unknown]","[Child]",3,"Dependent","Passed to Middlesex Home",1781,7,"Middlesex","England"
"2409.3.3","[unknown]","[Child]",3,"Dependent","Passed to Middlesex Home",1781,7,"Middlesex","England"
"241.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1778,2,"Buckinghamshire","England"
"2410.1.3","M","[lead vagrant]",3,"Group Leader","Passing Vagrant",1781,7,"Berkshire","England"
"2410.2.3","[unknown]","[Child]",3,"Dependent","Passing Vagrant",1781,7,"Berkshire","England"
"2410.3.3","[unknown]","[Child]",3,"Dependent","Passing Vagrant",1781,7,"Berkshire","England"
"2411.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1781,7,"Buckinghamshire","England"
"2412.1.4","M","[lead vagrant]",4,"Group Leader","City Vagrant",1781,7,"Cork","Ireland"
"2412.2.4","F","[Wife]",4,"Dependent","City Vagrant",1781,7,"Cork","Ireland"
"2412.3.4","[unknown]","[Child]",4,"Dependent","City Vagrant",1781,7,"Cork","Ireland"
"2412.4.4","[unknown]","[Child]",4,"Dependent","City Vagrant",1781,7,"Cork","Ireland"
"2413.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,7,"Cork","Ireland"
"2414.1.4","F","[lead vagrant]",4,"Group Leader","City Vagrant",1781,7,"Cheshire","England"
"2414.2.4","[unknown]","[Child]",4,"Dependent","City Vagrant",1781,7,"Cheshire","England"
"2414.3.4","[unknown]","[Child]",4,"Dependent","City Vagrant",1781,7,"Cheshire","England"
"2414.4.4","[unknown]","[Child]",4,"Dependent","City Vagrant",1781,7,"Cheshire","England"
"2415.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1781,7,"Wiltshire","England"
"2416.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1781,7,"Tipperary","Ireland"
"2417.1.4","F","[lead vagrant]",4,"Group Leader","City Vagrant",1781,7,"Antrim","Ireland"
"2417.2.4","[unknown]","[Child]",4,"Dependent","City Vagrant",1781,7,"Antrim","Ireland"
"2417.3.4","[unknown]","[Child]",4,"Dependent","City Vagrant",1781,7,"Antrim","Ireland"
"2417.4.4","[unknown]","[Child]",4,"Dependent","City Vagrant",1781,7,"Antrim","Ireland"
"2418.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1781,7,"Kent","England"
"2419.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1781,7,"Argyll [and Bute]","Scotland"
"242.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1778,2,"Huntingdonshire","England"
"2420.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1781,7,"Dorset","England"
"2421.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,7,"Cumberland","England"
"2422.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1781,7,"Perthshire","Scotland"
"2423.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1781,7,"Yorkshire","England"
"2424.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1781,9,"Oxfordshire","England"
"2425.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,9,"Warwickshire","England"
"2426.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,9,"Derbyshire","England"
"2427.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1781,9,"Oxfordshire","England"
"2428.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1781,9,"Yorkshire","England"
"2429.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,9,"Derbyshire","England"
"243.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1778,2,"Essex","England"
"2430.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1781,9,"Warwickshire","England"
"2431.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,9,"Lanarkshire","Scotland"
"2432.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1781,9,"Roscommon","Ireland"
"2433.1.3","F","[lead vagrant]",3,"Group Leader","Middlesex Vagrant",1781,9,"[unknown]","Ireland"
"2433.2.3","[unknown]","[Child]",3,"Dependent","Middlesex Vagrant",1781,9,"[unknown]","Ireland"
"2433.3.3","[unknown]","[Child]",3,"Dependent","Middlesex Vagrant",1781,9,"[unknown]","Ireland"
"2434.1.3","F","[lead vagrant]",3,"Group Leader","City Vagrant",1781,9,"Midlothian","Scotland"
"2434.2.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1781,9,"Midlothian","Scotland"
"2434.3.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1781,9,"Midlothian","Scotland"
"2435.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,9,"Lancashire","England"
"2436.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1781,9,"[unknown]","Ireland"
"2437.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1781,9,"Yorkshire","England"
"2438.1.5","F","[lead vagrant]",5,"Group Leader","City Vagrant",1781,9,"[unknown]","Scotland"
"2438.2.5","[unknown]","[Child]",5,"Dependent","City Vagrant",1781,9,"[unknown]","Scotland"
"2438.3.5","[unknown]","[Child]",5,"Dependent","City Vagrant",1781,9,"[unknown]","Scotland"
"2438.4.5","[unknown]","[Child]",5,"Dependent","City Vagrant",1781,9,"[unknown]","Scotland"
"2438.5.5","[unknown]","[Child]",5,"Dependent","City Vagrant",1781,9,"[unknown]","Scotland"
"2439.1.5","M","[lead vagrant]",5,"Group Leader","City Vagrant",1781,9,"Shropshire","England"
"2439.2.5","F","[Wife]",5,"Dependent","City Vagrant",1781,9,"Shropshire","England"
"2439.3.5","[unknown]","[Child]",5,"Dependent","City Vagrant",1781,9,"Shropshire","England"
"2439.4.5","[unknown]","[Child]",5,"Dependent","City Vagrant",1781,9,"Shropshire","England"
"2439.5.5","[unknown]","[Child]",5,"Dependent","City Vagrant",1781,9,"Shropshire","England"
"244.1.3","F","[lead vagrant]",3,"Group Leader","City Vagrant",1778,2,"Northamptonshire","England"
"244.2.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1778,2,"Northamptonshire","England"
"244.3.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1778,2,"Northamptonshire","England"
"2440.1.2","F","[lead vagrant]",2,"Group Leader","Middlesex Vagrant",1781,9,"Worcestershire","England"
"2440.2.2","[unknown]","[Child]",2,"Dependent","Middlesex Vagrant",1781,9,"Worcestershire","England"
"2441.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,9,"Dorset","England"
"2442.1.5","F","[lead vagrant]",5,"Group Leader","City Vagrant",1781,9,"Gloucestershire","England"
"2442.2.5","[unknown]","[Child]",5,"Dependent","City Vagrant",1781,9,"Gloucestershire","England"
"2442.3.5","[unknown]","[Child]",5,"Dependent","City Vagrant",1781,9,"Gloucestershire","England"
"2442.4.5","[unknown]","[Child]",5,"Dependent","City Vagrant",1781,9,"Gloucestershire","England"
"2442.5.5","[unknown]","[Child]",5,"Dependent","City Vagrant",1781,9,"Gloucestershire","England"
"2443.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1781,9,"Glamorganshire","Wales"
"2444.1.1","F","[lead vagrant]",1,"Single Female","Passing Vagrant",1781,9,"Kent","England"
"2445.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1781,9,"Suffolk","England"
"2446.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1781,9,"Middlesex","England"
"2447.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1781,9,"Middlesex","England"
"2448.1.4","F","[lead vagrant]",4,"Group Leader","Passing Vagrant",1781,9,"Norfolk","England"
"2448.2.4","[unknown]","[Child]",4,"Dependent","Passing Vagrant",1781,9,"Norfolk","England"
"2448.3.4","[unknown]","[Child]",4,"Dependent","Passing Vagrant",1781,9,"Norfolk","England"
"2448.4.4","[unknown]","[Child]",4,"Dependent","Passing Vagrant",1781,9,"Norfolk","England"
"2449.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1781,9,"Warwickshire","England"
"245.1.3","F","[lead vagrant]",3,"Group Leader","Passing Vagrant",1778,2,"Kent","England"
"245.2.3","[unknown]","[Child]",3,"Dependent","Passing Vagrant",1778,2,"Kent","England"
"245.3.3","[unknown]","[Child]",3,"Dependent","Passing Vagrant",1778,2,"Kent","England"
"2450.1.2","F","[lead vagrant]",2,"Group Leader","Middlesex Vagrant",1781,9,"Berkshire","England"
"2450.2.2","[unknown]","[Child]",2,"Dependent","Middlesex Vagrant",1781,9,"Berkshire","England"
"2451.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1781,9,"Limerick","Ireland"
"2451.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1781,9,"Limerick","Ireland"
"2452.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1781,9,"Lancashire","England"
"2452.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1781,9,"Lancashire","England"
"2453.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,9,"Lancashire","England"
"2454.1.2","M","[lead vagrant]",2,"Group Leader","City Vagrant",1781,9,"Cork","Ireland"
"2454.2.2","F","[Wife]",2,"Dependent","City Vagrant",1781,9,"Cork","Ireland"
"2455.1.1","F","[lead vagrant]",1,"Single Female","Passing Vagrant",1781,9,"Devon","England"
"2456.1.3","M","[lead vagrant]",3,"Group Leader","City Vagrant",1781,9,"Somerset","England"
"2456.2.3","[unknown]","[Wife]",3,"Dependent","City Vagrant",1781,9,"Somerset","England"
"2456.3.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1781,9,"Somerset","England"
"2457.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1781,9,"Dublin","Ireland"
"2457.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1781,9,"Dublin","Ireland"
"2458.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1781,9,"Dublin","Ireland"
"2459.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1781,9,"[unknown]","Ireland"
"246.1.2","F","[lead vagrant]",2,"Group Leader","Middlesex Vagrant",1778,2,"Lincolnshire","England"
"246.2.2","[unknown]","[Child]",2,"Dependent","Middlesex Vagrant",1778,2,"Lincolnshire","England"
"2460.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1781,9,"[unknown]","Ireland"
"2461.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1781,9,"[unknown]","Ireland"
"2462.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1781,9,"Armagh","Ireland"
"2463.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1781,9,"Antrim","Ireland"
"2464.1.3","F","[lead vagrant]",3,"Group Leader","City Vagrant",1781,9,"Lancashire","England"
"2464.2.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1781,9,"Lancashire","England"
"2464.3.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1781,9,"Lancashire","England"
"2465.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,9,"Bristol","England"
"2466.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1781,9,"Limerick","Ireland"
"2467.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1781,9,"Middlesex","England"
"2468.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1781,9,"[unknown]","Ireland"
"2469.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1781,9,"Dublin","Ireland"
"247.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1778,2,"Middlesex","England"
"2470.1.2","M","[lead vagrant]",2,"Group Leader","Westminster Vagrant",1781,9,"Clare","Ireland"
"2470.2.2","F","[Daughter]",2,"Dependent","Westminster Vagrant",1781,9,"Clare","Ireland"
"2471.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1781,9,"Clare","Ireland"
"2472.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1781,9,"Londonderry","Ireland"
"2473.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,9,"Hampshire","England"
"2474.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1781,9,"Limerick","Ireland"
"2475.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,9,"Midlothian","Scotland"
"2476.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1781,9,"Somerset","England"
"2477.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1781,9,"Somerset","England"
"2478.1.1","F","[lead vagrant]",1,"Single Female","Passing Vagrant",1781,9,"Kent","England"
"2479.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1781,9,"Meath","Ireland"
"248.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1778,2,"Middlesex","England"
"2480.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1781,9,"[unknown]","Ireland"
"2481.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1781,9,"[unknown]","Ireland"
"2482.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,9,"Lancashire","England"
"2483.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1781,9,"Somerset","England"
"2484.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1781,9,"Galway","Ireland"
"2485.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1781,9,"Cardiganshire","Wales"
"2486.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1781,9,"[unknown]","Ireland"
"2487.1.2","F","[lead vagrant]",2,"Group Leader","Passed to Middlesex Home",1781,9,"Middlesex","England"
